Game,Console,Genre,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,Relase Year
"LEGO Batman 2: DC Super Heroes
",PS3,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,8.4,N/A,N/A,N/A,1.23,0.50,0.54,N/A,0.19,26th Jun 12,15th Mar 18,2012
"Batman: Arkham Origins
",PS3,Action-Adventure,Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,8.2,N/A,N/A,N/A,2.40,1.08,0.88,0.04,0.40,25th Oct 13,13th Apr 18,2013
"Beatbuddy: Tale of the Guardians
",PC,Action-Adventure,Unknown,Threaks,8.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Aug 22,N/A
"Code of Princess
",3DS,Action-Adventure,Atlus,Studio Saizensen,8.2,7.2,N/A,N/A,0.20,0.16,N/A,0.03,0.02,09th Oct 12,05th Jan 19,2012
"inFAMOUS: Second Son
",PS4,Action-Adventure,Sony Computer Entertainment,Sucker Punch,8.2,N/A,N/A,1.00,N/A,N/A,N/A,N/A,N/A,21st Mar 14,02nd Nov 18,2014
"Assassin's Creed Valhalla
",XOne,Action-Adventure,Ubisoft,Ubisoft,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,30th Apr 20,2020
"Control: AWE
",XOne,Action-Adventure,505 Games,Remedy Entertainment,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 20,27th Sep 20,2020
"Cult of the Lamb
",NS,Action-Adventure,Unknown,Massive Monster,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Aug 22,N/A
"Death Stranding Director's Cut
",PS5,Action-Adventure,Unknown,Kojima Productions,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jun 21,N/A
"Dreamscaper
",NS,Action-Adventure,Unknown,Afterburner Studios,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 21,N/A
"Ender Lilies: Quietus of the Knights
",NS,Action-Adventure,Unknown,Live Wire,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,05th Jul 21,N/A
"Guacamelee! 2
",PS4,Action-Adventure,Unknown,DrinkBox Studios,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Aug 18,N/A
"Haunt
",XBL,Action-Adventure,Microsoft Studios,NanaOn-Sha,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Jan 12,29th Sep 18,2012
"Kena: Bridge of Spirits
",PS5,Action-Adventure,Ember Lab,Ember Lab,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,11th Jun 20,2021
"Light Fall
",PC,Action-Adventure,Unknown,Bishop Games,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Apr 18,N/A
"Mafia: Definitive Edition
",XOne,Action-Adventure,Unknown,Hangar 13,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Oct 20,N/A
"Marvel's Spider-Man
",PS4,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,8,9.1,N/A,20.00,N/A,N/A,N/A,N/A,N/A,07th Sep 18,26th Sep 18,2018
"Monster Boy and the Cursed Kingdom
",NS,Action-Adventure,FDG Entertainment,Game Atelier,8,8,9.5,N/A,0.04,0.03,N/A,N/A,0.00,06th Nov 18,17th Dec 18,2018
"Paper Mario: The Origami King
",NS,Action-Adventure,Nintendo,Intelligent Systems,8,N/A,9,3.34,N/A,N/A,N/A,N/A,N/A,17th Jul 20,01st Aug 20,2020
"Red Dead Redemption 2
",PS4,Action-Adventure,Rockstar Games,Rockstar Games,8,9.8,N/A,N/A,13.94,5.26,6.21,0.21,2.26,26th Oct 18,02nd Nov 18,2018
"Resident Evil 2
",PS4,Action-Adventure,Capcom,Capcom,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Jan 19,06th Nov 18,2019
"Sakuna: Of Rice and Ruin
",NS,Action-Adventure,Xseed Games,Edelweiss,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Nov 20,25th Nov 20,2020
"Sparklite
",NS,Action-Adventure,Unknown,Red Blue Games,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Nov 19,N/A
"The Last of Us Part I
",PS5,Action-Adventure,Unknown,Naughty Dog,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jun 22,N/A
"The Legend of Zelda: Link's Awakening
",NS,Action-Adventure,Nintendo,Nintendo,8,N/A,10,6.08,N/A,N/A,N/A,N/A,N/A,20th Sep 19,11th Jun 19,2019
"Yomawari: Lost in the Dark
",PS4,Action-Adventure,Unknown,Nippon Ichi Software,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st May 22,N/A
"State of Decay
",XBL,Action-Adventure,Microsoft Studios,Undead Labs,7.9,N/A,N/A,0.70,N/A,N/A,N/A,N/A,N/A,05th Jun 13,08th Oct 18,2013
"Metal Gear Solid V: Ground Zeroes
",PS4,Action-Adventure,Konami Digital Entertainment,Kojima Productions,7.8,7.6,N/A,N/A,1.20,0.36,0.50,0.17,0.17,18th Mar 14,22nd Mar 18,2014
"LEGO The Hobbit
",PS4,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,7.7,N/A,N/A,N/A,0.62,0.14,0.39,N/A,0.10,08th Apr 14,15th Mar 18,2014
"Alan Wake's American Nightmare
",XBL,Action-Adventure,Microsoft Studios,Remedy Entertainment,7.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22nd Feb 12,29th Sep 18,2012
"Batman: Arkham Origins Blackgate
",PSV,Action-Adventure,Warner Bros. Interactive Entertainment,Armature Studio,7.6,N/A,N/A,N/A,0.48,0.16,0.21,N/A,0.11,25th Oct 13,10th Dec 18,2013
"A Plague Tale: Innocence
",XS,Action-Adventure,Unknown,Asobo Studio,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jun 21,N/A
"Blaster Master Zero 3
",NS,Action-Adventure,Unknown,Inti Creates,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jun 21,N/A
"Blossom Tales 2: The Minotaur Prince
",NS,Action-Adventure,Unknown,Castle Pixel,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 22,N/A
"Horizon: Forbidden West
",PS5,Action-Adventure,Sony Interactive Entertainment,Guerrilla Games,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Feb 22,11th Jun 20,2022
"Like a Dragon: Ishin!
",PC,Action-Adventure,Unknown,Sega,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Sep 22,N/A
"Marvel’s Spider-Man: Miles Morales
",PS5,Action-Adventure,Sony Interactive Entertainment,Insomniac Games,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,11th Jun 20,2020
"Monster Hunter Stories 2: Wings of Ruin
",NS,Action-Adventure,Capcom,Capcom,7.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jul 21,17th Sep 20,2021
"Darksiders II: Argul's Tomb
",X360,Action-Adventure,Unknown,Vigil Games,7.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Aug 22,N/A
"Stray
",PS5,Action-Adventure,Annapurna Interactive,Blue Twelve Studio,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,11th Jun 20,2021
"A Plague Tale: Requiem
",XS,Action-Adventure,Unknown,Asobo Studio,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Nov 21,N/A
"Alwa's Legacy
",NS,Action-Adventure,Unknown,Elden Pixels,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Sep 20,N/A
"Astro's Playroom
",PS5,Action-Adventure,Sony Interactive Entertainment,ASOBI Team,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Nov 20,13th Jun 20,2020
"Carrion
",XOne,Action-Adventure,Devolver Digital,Phobia Game Studio,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jul 20,23rd May 20,2020
"Castlevania Anniversary Collection
",NS,Action-Adventure,Konami,Konami,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th May 19,14th May 19,2019
"Cathedral
",NS,Action-Adventure,Unknown,Decemberborn Interactive,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Feb 21,N/A
"Contra Anniversary Collection
",NS,Action-Adventure,Konami,Konami,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Jun 19,13th Jun 19,2019
"Control: The Foundation
",XOne,Action-Adventure,Unknown,Remedy Entertainment,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 22,N/A
"Creature in the Well
",NS,Action-Adventure,Unknown,Flight School Studio,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 19,N/A
"Death's Gambit: Afterlife
",NS,Action-Adventure,Unknown,White Rabbit,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11th Oct 21,N/A
"Gato Roboto
",NS,Action-Adventure,Devolver Digital,Doinksoft,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th May 19,01st Jun 19,2019
"Ghost of Tsushima Director's Cut
",PS5,Action-Adventure,Sony Interactive Entertainment,Sucker Punch Productions,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 21,23rd Jul 21,2021
"Hi-Fi RUSH
",PC,Action-Adventure,Unknown,Tango Gameworks,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jan 23,N/A
"Hitman 3
",PS4,Action-Adventure,IO Interactive,IO Interactive,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,12th Jun 20,2021
"Iconoclasts
",PSV,Action-Adventure,Bifrost Entertainment,Joakim Sandberg,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23rd Jan 18,23rd Jan 18,2018
"Infinite: Beyond The Mind
",NS,Action-Adventure,Blowfish Studios,Emilie COYO,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,07th May 20,06th May 20,2020
"Judgment
",PS4,Action-Adventure,Sega,Sega,7,N/A,N/A,N/A,0.22,N/A,N/A,0.22,N/A,25th Jun 19,05th Apr 19,2019
"Kunai
",NS,Action-Adventure,The Arcade Crew,TurtleBlaze,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,06th Feb 20,14th Jan 20,2020
"LEGO DC Super-Villains
",XOne,Action-Adventure,Warner Bros. Interactive Entertainment,Traveller's Tales,7,N/A,N/A,N/A,0.30,0.20,0.07,N/A,0.03,16th Oct 18,04th Jun 18,2018
"Minecraft: Dungeons
",XOne,Action-Adventure,Microsoft Game Studios,Mojang,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 20,09th Jun 19,2020
"Monster Hunter Rise
",NS,Action-Adventure,Capcom,Capcom,7,N/A,N/A,7.70,N/A,N/A,N/A,N/A,N/A,26th Mar 21,25th Aug 22,2021
"Olija
",NS,Action-Adventure,Unknown,Skeleton Crew Studios,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Jan 21,N/A
"One Piece Unlimited World: Red
",3DS,Action-Adventure,Namco Bandai Games,Ganbarion,7,N/A,N/A,N/A,0.39,0.05,0.05,0.28,0.01,08th Jul 14,19th Oct 18,2014
"rain
",PS3,Action-Adventure,Sony Computer Entertainment,PlayStation C.A.M.P.!,7,N/A,N/A,N/A,0.05,N/A,N/A,0.05,N/A,01st Oct 13,19th Jan 19,2013
"Resident Evil 3
",PS4,Action-Adventure,Capcom,Capcom,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Apr 20,10th Dec 19,2020
"Shenmue III
",PS4,Action-Adventure,Deep Silver,Ys Net,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Nov 19,07th Apr 19,2019
"Shinsekai: Into the Depths
",NS,Action-Adventure,Capcom,Capcom,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th Mar 20,03rd Apr 20,2020
"Smelter
",NS,Action-Adventure,Unknown,X Plus Company Limited,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Apr 21,N/A
"Sphinx and the Cursed Mummy
",NS,Action-Adventure,THQ Nordic,Eurocom,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 19,30th Dec 18,2019
"Terraria
",NS,Action-Adventure,505 Games,Re-Logic,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Jun 19,23rd Sep 19,2019
"The Amazing Spider-Man (2012)
",X360,Action-Adventure,Activision,Beenox,7,6.8,N/A,N/A,0.74,0.43,0.24,N/A,0.07,26th Jun 12,15th Mar 18,2012
"The Aquatic Adventure of the Last Human
",NS,Action-Adventure,Digerati,YCJY,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Jan 19,22nd Dec 18,2019
"The Dark Pictures Anthology: House of Ashes
",PS5,Action-Adventure,Unknown,Supermassive Games Ltd.,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12th Jun 21,N/A
"The Knight Witch
",NS,Action-Adventure,Unknown,Super Mega Team,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th Oct 22,N/A
"The LEGO Movie Videogame
",PSV,Action-Adventure,Warner Bros. Interactive Entertainment,TT Fusion,7,N/A,N/A,N/A,0.31,0.04,0.20,N/A,0.07,07th Feb 14,20th Mar 18,2014
"The Persistence
",PS4,Action-Adventure,Sony Interactive Entertainment,Firesprite,7,N/A,N/A,N/A,0.04,N/A,0.03,N/A,0.01,24th Jul 18,24th Sep 18,2018
"The Surge 2
",XOne,Action-Adventure,Focus Home Interactive,DECK13 Interactive,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Sep 19,24th Mar 19,2019
"Tom Clancy's Splinter Cell: Blacklist
",X360,Action-Adventure,Ubisoft,Ubisoft Toronto,7,8.4,N/A,N/A,1.00,0.57,0.33,0.01,0.09,20th Aug 13,08th Mar 18,2013
"Trine 4: The Nightmare Prince
",NS,Action-Adventure,Modus Games,Frozenbyte,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 19,08th Jun 19,2019
"Warlocks 2: God Slayers
",PC,Action-Adventure,Unknown,Frozen District,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th Jul 19,N/A
"Castlevania: Lords of Shadow - Mirror of Fate
",3DS,Action-Adventure,Konami Digital Entertainment,Mercury Steam,6.9,7.2,N/A,N/A,0.16,0.04,0.08,0.03,0.01,05th Mar 13,06th Nov 18,2013
"Kinect: Disneyland Adventures
",X360,Action-Adventure,Microsoft Studios,Frontier Developments,6.8,8.5,N/A,N/A,2.41,1.73,0.43,0.02,0.23,15th Nov 11,29th Sep 18,2011
"Blue Fire
",NS,Action-Adventure,Graffiti,Robi Studios,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 21,04th Aug 20,2021
"Grounded
",XS,Action-Adventure,Unknown,Obsidian Entertainment,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25th Oct 22,N/A
"Solar Ash
",PC,Action-Adventure,Annapurna Interactive,Heart Machine,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,16th Jun 20,2021
"Souldiers
",NS,Action-Adventure,Unknown,Retro Forge,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Apr 22,N/A
"The Callisto Protocol
",PC,Action-Adventure,Unknown,Striking Distance Studios,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Jun 22,N/A
"The Falconeer
",XS,Action-Adventure,Unknown,Tomas Sala,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 20,N/A
"Wavetale
",XS,Action-Adventure,Unknown,Thunderful Development,6.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Nov 22,N/A
"PokéPark 2: Wonders Beyond
",Wii,Action-Adventure,Nintendo,Creatures Inc.,6.4,6.5,N/A,N/A,0.76,0.26,0.19,0.27,0.04,27th Feb 12,16th Mar 18,2012
"Spirit Camera: The Cursed Memoir
",3DS,Action-Adventure,Nintendo,Tecmo Koei Games,6.4,5.7,N/A,N/A,0.25,0.15,0.02,0.06,0.02,13th Apr 12,30th Aug 18,2012
"Assassin's Creed Rogue Remastered
",XOne,Action-Adventure,Ubisoft,Ubisoft,6,6,N/A,N/A,0.04,N/A,0.03,N/A,0.00,20th Mar 18,29th Jan 18,2018
"Double Cross
",NS,Action-Adventure,Graffiti,13AM Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jan 19,02nd Jan 19,2019
"Dying Light 2 Stay Human
",XS,Action-Adventure,Techland,Techland,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,15th Jun 21,2021
"Falcon Age
",PS4,Action-Adventure,Outerloop Games,Outerloop Games,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Apr 19,12th Apr 19,2019
"Grayland
",PC,Action-Adventure,1DER Entertainment,1Der Entertainment,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Jan 20,22nd Jan 20,2020
"Luigi's Mansion 3
",NS,Action-Adventure,Nintendo,"Next Level Games, Inc.",6,N/A,N/A,12.44,N/A,N/A,N/A,N/A,N/A,31st Oct 19,03rd Aug 20,2019
"Mulaka
",PS4,Action-Adventure,Unknown,Lienzo,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 18,N/A
"Murdered: Soul Suspect
",PS4,Action-Adventure,Square Enix,Airtight Games,6,N/A,N/A,N/A,0.33,0.09,0.17,0.02,0.05,03rd Jun 14,06th Aug 18,2014
"Oceanhorn 2: Knights of the Lost Realm
",NS,Action-Adventure,Unknown,Cornfox & Brothers,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Nov 20,N/A
"Odallus: The Dark Call
",NS,Action-Adventure,Digerati,JoyMasher,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Feb 19,06th Feb 19,2019
"RAD
",NS,Action-Adventure,Bandai Namco Entertainment,Double Fine Productions,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20th Aug 19,02nd Apr 19,2019
"Resident Evil Village: Shadows of Rose
",PS4,Action-Adventure,Unknown,Capcom,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,24th Oct 22,N/A
"Resolutiion
",NS,Action-Adventure,Unknown,Monolith of Minds,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26th May 20,N/A
"Salt and Sacrifice
",PC,Action-Adventure,Unknown,Ska Studios,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jun 21,N/A
"Star Wars Jedi: Fallen Order
",PS4,Action-Adventure,Electronic Arts,Respawn Entertainment,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15th Nov 19,13th Apr 19,2019
"State of Decay 2
",XOne,Action-Adventure,Microsoft Studios,Undead Labs,6,7,N/A,N/A,0.46,0.27,0.14,N/A,0.04,22nd May 18,25th Sep 18,2018
"The Amazing Spider-Man (2012)
",3DS,Action-Adventure,Activision,Beenox,6,7,N/A,N/A,0.21,0.16,0.03,N/A,0.02,26th Jun 12,15th Mar 18,2012
"The Blackout Club
",XOne,Action-Adventure,Unknown,Question,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Sep 19,N/A
"The Surge: The Good, The Bad, and The Augmented
",XOne,Action-Adventure,Unknown,DECK13 Interactive,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Aug 22,N/A
"The Wonderful 101: Remastered
",PC,Action-Adventure,PlatinumGames,PlatinumGames,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,19th May 20,13th Feb 20,2020
"Yomawari: The Long Night Collection
",NS,Action-Adventure,NIS America,Nippon Ichi Software,6,N/A,N/A,N/A,0.05,0.04,N/A,0.01,0.00,30th Oct 18,07th Nov 18,2018
"Deadlight
",X360,Action-Adventure,Microsoft Studios,Tequila Works,5.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jun 12,24th Mar 19,2012
"Fobia - St. Dinfna Hotel
",PC,Action-Adventure,Unknown,Pulsatrix Studios,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30th Jun 22,N/A
"RWBY: Arrowfell
",NS,Action-Adventure,Unknown,WayForward,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Nov 22,N/A
"Scars Above
",XS,Action-Adventure,Unknown,Mad Head Games,5.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,09th Dec 22,N/A
"Concursion
",PC,Action-Adventure,Unknown,Puuba,5.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Aug 22,N/A
"Sonic Boom: Rise of Lyric
",WiiU,Action-Adventure,Sega,Big Red Button,5.3,3.7,N/A,N/A,0.31,0.19,0.09,N/A,0.03,11th Nov 14,22nd Mar 18,2014
"Concrete Genie
",PS4,Action-Adventure,Sony Interactive Entertainment,PixelOpus,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Oct 19,10th Apr 20,2019
"Dark Devotion
",PS4,Action-Adventure,Unknown,Hibernian Workshop,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Nov 19,N/A
"Downward Spiral: Horus Station
",PS4,Action-Adventure,3rd Eye Studios,3rd Eye Studios,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18th Sep 18,18th Sep 18,2018
"Dying Light 2 Stay Human: Bloody Ties
",XS,Action-Adventure,Unknown,Techland,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14th Oct 22,N/A
"Exit the Gungeon
",PC,Action-Adventure,Devolver Digital,Dodge Roll,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Mar 20,03rd Mar 20,2020
"Ghost of Tsushima
",PS4,Action-Adventure,Sony Interactive Entertainment,Sucker Punch,5,8.8,N/A,8.00,N/A,N/A,N/A,N/A,N/A,17th Jul 20,10th Jul 20,2020
"Ghostwire Tokyo
",PS5,Action-Adventure,Bethesda Softworks,Tango Gameworks,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 21,12th Jun 20,2021
"Mages of Mystralia
",NS,Action-Adventure,Borealys Games,Borealys Games,5,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,29th Jan 19,16th Dec 18,2019
"Sea of Thieves
",PC,Action-Adventure,Microsoft Studios,Rare Ltd.,5,6.7,N/A,5.00,N/A,N/A,N/A,N/A,N/A,20th Mar 18,01st Oct 18,2018
"The Fall Part 2: Unbound
",NS,Action-Adventure,Over The Moon,Over the Moon,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 18,07th Feb 18,2018
"The Survivalists
",NS,Action-Adventure,Team17,Team17,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 20,10th Dec 19,2020
"Turnip Boy Commits Tax Evasion
",NS,Action-Adventure,Unknown,Snoozy Kazoo,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Apr 21,N/A
"35MM
",NS,Action-Adventure,Unknown,Noskov Sergey,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Mar 22,N/A
"Blightbound
",PC,Action-Adventure,Unknown,Ronimo Games,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21st Jul 21,N/A
"Daymare: 1998
",XOne,Action-Adventure,Destructive Creations,Invader Studios,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Dec 19,16th Aug 19,2019
"Death Stranding
",PS4,Action-Adventure,Sony Interactive Entertainment,Kojima Productions,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,08th Nov 19,26th Jul 21,2019
"NightCry
",PSV,Action-Adventure,Unknown,Nude Maker,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Feb 19,N/A
"Saints Row (2022)
",PC,Action-Adventure,Unknown,Volition,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,27th Aug 21,N/A
"Spirit of the North
",PS4,Action-Adventure,Unknown,Infuse Studio,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17th Nov 19,N/A
"Summer in Mara
",XOne,Action-Adventure,Unknown,Chibig,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31st Jan 21,N/A
"Watch Dogs Legion
",XOne,Action-Adventure,Ubisoft,Ubisoft,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29th Oct 20,18th Jun 19,2020
"Windbound
",NS,Action-Adventure,Deep Silver,5 Lives Studios,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28th Aug 20,06th Jul 20,2020
"Babylon's Fall
",PC,Action-Adventure,Square Enix,PlatinumGames,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,03rd Mar 22,09th Apr 19,2022
"Deadly Premonition 2: A Blessing in Disguise
",NS,Action-Adventure,Rising Star Games,Toybox Games,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10th Jul 20,16th May 20,2020
"Goosebumps Dead of Night
",XOne,Action-Adventure,Unknown,Cosmic Forces,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13th Sep 22,N/A
"In Nightmare
",PS5,Action-Adventure,Unknown,Magicfish Studio,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Apr 22,N/A
"The Church in the Darkness
",XOne,Action-Adventure,Paranoid Productions,Paranoid Productions,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,02nd Aug 19,11th Jul 19,2019
"Down to Hell
",NS,Action-Adventure,Unknown,Red Dev Studio,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,04th Feb 20,N/A
"Sesame Street: Once Upon A Monster
",X360,Education,Warner Bros. Interactive,Double Fine Productions,7.8,8,N/A,N/A,0.52,0.39,0.09,N/A,0.04,11th Oct 11,10th Jul 22,2011
"Island Saver
",NS,Education,Unknown,Stormcloud Games,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16th May 20,N/A
"Outlast
",PC,Misc,Red Barrels,Unknown,9.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,01st Jan 14,N/A,2014
"Rock Band 3
",X360,Misc,MTV Games,Harmonix Music Systems,9.4,9.4,N/A,N/A,0.88,0.73,0.09,N/A,0.06,26th Oct 10,N/A,2010
"Kingdom Rush
",iOS,Misc,Unknown,Unknown,9.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
